Datetime,Open,Close,Low,High,Volume
2010-09-29 00:00:00+05:30,3134.8,3134.8,3134.8,3134.8,0
2010-09-30 00:00:00+05:30,3143.4,3143.4,3143.4,3143.4,0
2010-10-01 00:00:00+05:30,3201.5,3201.5,3201.5,3201.5,0
2010-10-04 00:00:00+05:30,3214.6,3214.6,3214.6,3214.6,0
2010-10-05 00:00:00+05:30,3214.4,3214.4,3214.4,3214.4,0
2010-10-06 00:00:00+05:30,3239.9,3239.9,3239.9,3239.9,0
2010-10-07 00:00:00+05:30,3210.7,3210.7,3210.7,3210.7,0
2010-10-08 00:00:00+05:30,3199.9,3199.9,3199.9,3199.9,0
2010-10-11 00:00:00+05:30,3218.4,3218.4,3218.4,3218.4,0
2010-10-12 00:00:00+05:30,3193.0,3193.0,3193.0,3193.0,0
2010-10-13 00:00:00+05:30,3255.1,3255.1,3255.1,3255.1,0
2010-10-14 00:00:00+05:30,3230.6,3230.6,3230.6,3230.6,0
2010-10-15 00:00:00+05:30,3173.2,3173.2,3173.2,3173.2,0
2010-10-18 00:00:00+05:30,3177.8,3177.8,3177.8,3177.8,0
2010-10-19 00:00:00+05:30,3159.5,3159.5,3159.5,3159.5,0
2010-10-20 00:00:00+05:30,3140.0,3140.0,3140.0,3140.0,0
2010-10-21 00:00:00+05:30,3199.2,3199.2,3199.2,3199.2,0
2010-10-22 00:00:00+05:30,3187.0,3187.0,3187.0,3187.0,0
2010-10-25 00:00:00+05:30,3203.7,3203.7,3203.7,3203.7,0
2010-10-26 00:00:00+05:30,3192.4,3192.4,3192.4,3192.4,0
2010-10-27 00:00:00+05:30,3163.0,3163.0,3163.0,3163.0,0
2010-10-28 00:00:00+05:30,3146.6,3146.6,3146.6,3146.6,0
2010-10-29 00:00:00+05:30,3156.3,3156.3,3156.3,3156.3,0
2010-11-01 00:00:00+05:30,3208.1,3208.1,3208.1,3208.1,0
2010-11-02 00:00:00+05:30,3213.1,3213.1,3213.1,3213.1,0
2010-11-03 00:00:00+05:30,3232.6,3232.6,3232.6,3232.6,0
2010-11-04 00:00:00+05:30,3286.2,3286.2,3286.2,3286.2,0
2010-11-05 00:00:00+05:30,3301.6,3301.6,3301.6,3301.6,0
2010-11-08 00:00:00+05:30,3286.4,3286.4,3286.4,3286.4,0
2010-11-09 00:00:00+05:30,3301.0,3301.0,3301.0,3301.0,0
2010-11-10 00:00:00+05:30,3291.2,3291.2,3291.2,3291.2,0
2010-11-11 00:00:00+05:30,3247.4,3247.4,3247.4,3247.4,0
2010-11-12 00:00:00+05:30,3180.6,3180.6,3180.6,3180.6,0
2010-11-15 00:00:00+05:30,3202.1,3202.1,3202.1,3202.1,0
2010-11-16 00:00:00+05:30,3135.3,3135.3,3135.3,3135.3,0
2010-11-18 00:00:00+05:30,3139.6,3139.6,3139.6,3139.6,0
2010-11-19 00:00:00+05:30,3083.4,3083.4,3083.4,3083.4,0
2010-11-22 00:00:00+05:30,3140.0,3140.0,3140.0,3140.0,0
2010-11-23 00:00:00+05:30,3103.0,3103.0,3103.0,3103.0,0
2010-11-24 00:00:00+05:30,3064.7,3064.7,3064.7,3064.7,0
2010-11-25 00:00:00+05:30,3017.4,3017.4,3017.4,3017.4,0
2010-11-26 00:00:00+05:30,2980.6,2980.6,2980.6,2980.6,0
2010-11-29 00:00:00+05:30,3020.2,3020.2,3020.2,3020.2,0
2010-11-30 00:00:00+05:30,3047.3,3047.3,3047.3,3047.3,0
2010-12-01 00:00:00+05:30,3105.0,3105.0,3105.0,3105.0,0
2010-12-02 00:00:00+05:30,3129.7,3129.7,3129.7,3129.7,0
2010-12-03 00:00:00+05:30,3107.8,3107.8,3107.8,3107.8,0
2010-12-06 00:00:00+05:30,3103.0,3103.0,3103.0,3103.0,0
2010-12-07 00:00:00+05:30,3089.7,3089.7,3089.7,3089.7,0
2010-12-08 00:00:00+05:30,3047.9,3047.9,3047.9,3047.9,0
2010-12-09 00:00:00+05:30,2965.5,2965.5,2965.5,2965.5,0
2010-12-10 00:00:00+05:30,3011.5,3011.5,3011.5,3011.5,0
2010-12-13 00:00:00+05:30,3043.1,3043.1,3043.1,3043.1,0
2010-12-14 00:00:00+05:30,3068.3,3068.3,3068.3,3068.3,0
2010-12-15 00:00:00+05:30,3037.1,3037.1,3037.1,3037.1,0
2010-12-16 00:00:00+05:30,3059.2,3059.2,3059.2,3059.2,0
2010-12-20 00:00:00+05:30,3057.0,3057.0,3057.0,3057.0,0
2010-12-21 00:00:00+05:30,3083.5,3083.5,3083.5,3083.5,0
2010-12-22 00:00:00+05:30,3077.6,3077.6,3077.6,3077.6,0
2010-12-23 00:00:00+05:30,3073.1,3073.1,3073.1,3073.1,0
2010-12-24 00:00:00+05:30,3085.4,3085.4,3085.4,3085.4,0
2010-12-27 00:00:00+05:30,3076.3,3076.3,3076.3,3076.3,0
2010-12-28 00:00:00+05:30,3075.1,3075.1,3075.1,3075.1,0
2010-12-29 00:00:00+05:30,3105.2,3105.2,3105.2,3105.2,0
2010-12-30 00:00:00+05:30,3125.8,3125.8,3125.8,3125.8,0
2010-12-31 00:00:00+05:30,3147.4,3147.4,3147.4,3147.4,0
2011-01-03 00:00:00+05:30,3161.4,3161.4,3161.4,3161.4,0
2011-01-04 00:00:00+05:30,3154.2,3154.2,3154.2,3154.2,0
2011-01-05 00:00:00+05:30,3119.5,3119.5,3119.5,3119.5,0
2011-01-06 00:00:00+05:30,3096.6,3096.6,3096.6,3096.6,0
2011-01-07 00:00:00+05:30,3024.2,3024.2,3024.2,3024.2,0
2011-01-10 00:00:00+05:30,2951.2,2951.2,2951.2,2951.2,0
2011-01-11 00:00:00+05:30,2945.4,2945.4,2945.4,2945.4,0
2011-01-12 00:00:00+05:30,2999.4,2999.4,2999.4,2999.4,0
2011-01-13 00:00:00+05:30,2953.1,2953.1,2953.1,2953.1,0
2011-01-14 00:00:00+05:30,2904.7,2904.7,2904.7,2904.7,0
2011-01-17 00:00:00+05:30,2897.8,2897.8,2897.8,2897.8,0
2011-01-18 00:00:00+05:30,2927.4,2927.4,2927.4,2927.4,0
2011-01-19 00:00:00+05:30,2917.5,2917.5,2917.5,2917.5,0
2011-01-20 00:00:00+05:30,2926.9,2926.9,2926.9,2926.9,0
2011-01-21 00:00:00+05:30,2922.5,2922.5,2922.5,2922.5,0
2011-01-24 00:00:00+05:30,2946.5,2946.5,2946.5,2946.5,0
2011-01-25 00:00:00+05:30,2921.0,2921.0,2921.0,2921.0,0
2011-01-27 00:00:00+05:30,2872.3,2872.3,2872.3,2872.3,0
2011-01-28 00:00:00+05:30,2818.5,2818.5,2818.5,2818.5,0
2011-01-31 00:00:00+05:30,2818.1,2818.1,2818.1,2818.1,0
2011-02-01 00:00:00+05:30,2771.1,2771.1,2771.1,2771.1,0
2011-02-02 00:00:00+05:30,2777.8,2777.8,2777.8,2777.8,0
2011-02-03 00:00:00+05:30,2821.8,2821.8,2821.8,2821.8,0
2011-02-04 00:00:00+05:30,2762.9,2762.9,2762.9,2762.9,0
2011-02-07 00:00:00+05:30,2759.1,2759.1,2759.1,2759.1,0
2011-02-08 00:00:00+05:30,2712.1,2712.1,2712.1,2712.1,0
2011-02-09 00:00:00+05:30,2668.4,2668.4,2668.4,2668.4,0
2011-02-10 00:00:00+05:30,2659.7,2659.7,2659.7,2659.7,0
2011-02-11 00:00:00+05:30,2706.2,2706.2,2706.2,2706.2,0
2011-02-14 00:00:00+05:30,2784.7,2784.7,2784.7,2784.7,0
2011-02-15 00:00:00+05:30,2796.6,2796.6,2796.6,2796.6,0
2011-02-16 00:00:00+05:30,2800.2,2800.2,2800.2,2800.2,0
2011-02-17 00:00:00+05:30,2832.6,2832.6,2832.6,2832.6,0
2011-02-18 00:00:00+05:30,2785.9,2785.9,2785.9,2785.9,0
2011-02-21 00:00:00+05:30,2811.8,2811.8,2811.8,2811.8,0
2011-02-22 00:00:00+05:30,2785.9,2785.9,2785.9,2785.9,0
2011-02-23 00:00:00+05:30,2769.7,2769.7,2769.7,2769.7,0
2011-02-24 00:00:00+05:30,2681.8,2681.8,2681.8,2681.8,0
2011-02-25 00:00:00+05:30,2700.0,2700.0,2700.0,2700.0,0
2011-02-28 00:00:00+05:30,2713.3,2713.3,2713.3,2713.3,0
2011-03-01 00:00:00+05:30,2806.5,2806.5,2806.5,2806.5,0
2011-03-03 00:00:00+05:30,2813.2,2813.2,2813.2,2813.2,0
2011-03-04 00:00:00+05:30,2815.6,2815.6,2815.6,2815.6,0
2011-03-07 00:00:00+05:30,2778.7,2778.7,2778.7,2778.7,0
2011-03-08 00:00:00+05:30,2807.1,2807.1,2807.1,2807.1,0
2011-03-09 00:00:00+05:30,2815.0,2815.0,2815.0,2815.0,0
2011-03-10 00:00:00+05:30,2799.8,2799.8,2799.8,2799.8,0
2011-03-11 00:00:00+05:30,2774.7,2774.7,2774.7,2774.7,0
2011-03-14 00:00:00+05:30,2812.3,2812.3,2812.3,2812.3,0
2011-03-15 00:00:00+05:30,2771.1,2771.1,2771.1,2771.1,0
2011-03-16 00:00:00+05:30,2803.0,2803.0,2803.0,2803.0,0
2011-03-17 00:00:00+05:30,2776.7,2776.7,2776.7,2776.7,0
2011-03-18 00:00:00+05:30,2744.1,2744.1,2744.1,2744.1,0
2011-03-21 00:00:00+05:30,2738.3,2738.3,2738.3,2738.3,0
2011-03-22 00:00:00+05:30,2763.0,2763.0,2763.0,2763.0,0
2011-03-23 00:00:00+05:30,2793.7,2793.7,2793.7,2793.7,0
2011-03-24 00:00:00+05:30,2815.0,2815.0,2815.0,2815.0,0
2011-03-25 00:00:00+05:30,2872.3,2872.3,2872.3,2872.3,0
2011-03-28 00:00:00+05:30,2888.8,2888.8,2888.8,2888.8,0
2011-03-29 00:00:00+05:30,2909.7,2909.7,2909.7,2909.7,0
2011-03-30 00:00:00+05:30,2940.2,2940.2,2940.2,2940.2,0
2011-03-31 00:00:00+05:30,2958.6,2958.6,2958.6,2958.6,0
2011-04-01 00:00:00+05:30,2963.1,2963.1,2963.1,2963.1,0
2011-04-04 00:00:00+05:30,3004.4,3004.4,3004.4,3004.4,0
2011-04-05 00:00:00+05:30,3012.8,3012.8,3012.8,3012.8,0
2011-04-06 00:00:00+05:30,3007.7,3007.7,3007.7,3007.7,0
2011-04-07 00:00:00+05:30,3010.9,3010.9,3010.9,3010.9,0
2011-04-08 00:00:00+05:30,2984.1,2984.1,2984.1,2984.1,0
2011-04-11 00:00:00+05:30,2957.0,2957.0,2957.0,2957.0,0
2011-04-13 00:00:00+05:30,3015.5,3015.5,3015.5,3015.5,0
2011-04-15 00:00:00+05:30,2980.0,2980.0,2980.0,2980.0,0
2011-04-18 00:00:00+05:30,2934.6,2934.6,2934.6,2934.6,0
2011-04-19 00:00:00+05:30,2939.7,2939.7,2939.7,2939.7,0
2011-04-20 00:00:00+05:30,2989.3,2989.3,2989.3,2989.3,0
2011-04-21 00:00:00+05:30,3001.1,3001.1,3001.1,3001.1,0
2011-04-25 00:00:00+05:30,2998.6,2998.6,2998.6,2998.6,0
2011-04-26 00:00:00+05:30,2996.0,2996.0,2996.0,2996.0,0
2011-04-27 00:00:00+05:30,2984.5,2984.5,2984.5,2984.5,0
2011-04-28 00:00:00+05:30,2959.7,2959.7,2959.7,2959.7,0
2011-04-29 00:00:00+05:30,2938.1,2938.1,2938.1,2938.1,0
2011-05-02 00:00:00+05:30,2911.8,2911.8,2911.8,2911.8,0
2011-05-03 00:00:00+05:30,2845.8,2845.8,2845.8,2845.8,0
2011-05-04 00:00:00+05:30,2831.0,2831.0,2831.0,2831.0,0
2011-05-05 00:00:00+05:30,2793.0,2793.0,2793.0,2793.0,0
2011-05-06 00:00:00+05:30,2839.2,2839.2,2839.2,2839.2,0
2011-05-09 00:00:00+05:30,2841.0,2841.0,2841.0,2841.0,0
2011-05-10 00:00:00+05:30,2837.0,2837.0,2837.0,2837.0,0
2011-05-11 00:00:00+05:30,2851.0,2851.0,2851.0,2851.0,0
2011-05-12 00:00:00+05:30,2815.1,2815.1,2815.1,2815.1,0
2011-05-13 00:00:00+05:30,2845.0,2845.0,2845.0,2845.0,0
2011-05-16 00:00:00+05:30,2823.4,2823.4,2823.4,2823.4,0
2011-05-17 00:00:00+05:30,2797.1,2797.1,2797.1,2797.1,0
2011-05-18 00:00:00+05:30,2784.8,2784.8,2784.8,2784.8,0
2011-05-19 00:00:00+05:30,2783.7,2783.7,2783.7,2783.7,0
2011-05-20 00:00:00+05:30,2809.6,2809.6,2809.6,2809.6,0
2011-05-23 00:00:00+05:30,2762.6,2762.6,2762.6,2762.6,0
2011-05-24 00:00:00+05:30,2769.1,2769.1,2769.1,2769.1,0
2011-05-25 00:00:00+05:30,2749.6,2749.6,2749.6,2749.6,0
2011-05-26 00:00:00+05:30,2775.5,2775.5,2775.5,2775.5,0
2011-05-27 00:00:00+05:30,2810.2,2810.2,2810.2,2810.2,0
2011-05-30 00:00:00+05:30,2816.2,2816.2,2816.2,2816.2,0
2011-05-31 00:00:00+05:30,2861.7,2861.7,2861.7,2861.7,0
2011-06-01 00:00:00+05:30,2877.6,2877.6,2877.6,2877.6,0
2011-06-02 00:00:00+05:30,2854.9,2854.9,2854.9,2854.9,0
2011-06-03 00:00:00+05:30,2838.6,2838.6,2838.6,2838.6,0
