Datetime,Open,Close,Low,High,Volume
2010-01-04 00:00:00+05:30,2779.3,2779.3,2779.3,2779.3,0
2010-01-05 00:00:00+05:30,2811.2,2811.2,2811.2,2811.2,0
2010-01-06 00:00:00+05:30,2814.9,2814.9,2814.9,2814.9,0
2010-01-07 00:00:00+05:30,2805.3,2805.3,2805.3,2805.3,0
2010-01-08 00:00:00+05:30,2801.0,2801.0,2801.0,2801.0,0
2010-01-11 00:00:00+05:30,2816.0,2816.0,2816.0,2816.0,0
2010-01-12 00:00:00+05:30,2789.6,2789.6,2789.6,2789.6,0
2010-01-13 00:00:00+05:30,2804.2,2804.2,2804.2,2804.2,0
2010-01-14 00:00:00+05:30,2824.9,2824.9,2824.9,2824.9,0
2010-01-15 00:00:00+05:30,2834.5,2834.5,2834.5,2834.5,0
2010-01-18 00:00:00+05:30,2853.4,2853.4,2853.4,2853.4,0
2010-01-19 00:00:00+05:30,2832.8,2832.8,2832.8,2832.8,0
2010-01-20 00:00:00+05:30,2822.3,2822.3,2822.3,2822.3,0
2010-01-21 00:00:00+05:30,2751.9,2751.9,2751.9,2751.9,0
2010-01-22 00:00:00+05:30,2731.6,2731.6,2731.6,2731.6,0
2010-01-25 00:00:00+05:30,2712.2,2712.2,2712.2,2712.2,0
2010-01-27 00:00:00+05:30,2617.6,2617.6,2617.6,2617.6,0
2010-01-28 00:00:00+05:30,2626.0,2626.0,2626.0,2626.0,0
2010-01-29 00:00:00+05:30,2635.4,2635.4,2635.4,2635.4,0
2010-02-01 00:00:00+05:30,2659.2,2659.2,2659.2,2659.2,0
2010-02-02 00:00:00+05:30,2621.9,2621.9,2621.9,2621.9,0
2010-02-03 00:00:00+05:30,2670.5,2670.5,2670.5,2670.5,0
2010-02-04 00:00:00+05:30,2624.6,2624.6,2624.6,2624.6,0
2010-02-05 00:00:00+05:30,2551.9,2551.9,2551.9,2551.9,0
2010-02-06 00:00:00+05:30,2577.69,2577.69,2577.69,2577.69,0
2010-02-08 00:00:00+05:30,2578.5,2578.5,2578.5,2578.5,0
2010-02-09 00:00:00+05:30,2603.0,2603.0,2603.0,2603.0,0
2010-02-10 00:00:00+05:30,2585.69,2585.69,2585.69,2585.69,0
2010-02-11 00:00:00+05:30,2614.19,2614.19,2614.19,2614.19,0
2010-02-15 00:00:00+05:30,2596.6,2596.6,2596.6,2596.6,0
2010-02-16 00:00:00+05:30,2621.9,2621.9,2621.9,2621.9,0
2010-02-17 00:00:00+05:30,2645.3,2645.3,2645.3,2645.3,0
2010-02-18 00:00:00+05:30,2628.6,2628.6,2628.6,2628.6,0
2010-02-19 00:00:00+05:30,2602.3,2602.3,2602.3,2602.3,0
2010-02-22 00:00:00+05:30,2597.9,2597.9,2597.9,2597.9,0
2010-02-23 00:00:00+05:30,2596.69,2596.69,2596.69,2596.69,0
2010-02-24 00:00:00+05:30,2591.6,2591.6,2591.6,2591.6,0
2010-02-25 00:00:00+05:30,2586.5,2586.5,2586.5,2586.5,0
2010-02-26 00:00:00+05:30,2621.7,2621.7,2621.7,2621.7,0
2010-03-02 00:00:00+05:30,2661.1,2661.1,2661.1,2661.1,0
2010-03-03 00:00:00+05:30,2698.0,2698.0,2698.0,2698.0,0
2010-03-04 00:00:00+05:30,2704.5,2704.5,2704.5,2704.5,0
2010-03-05 00:00:00+05:30,2708.1,2708.1,2708.1,2708.1,0
2010-03-08 00:00:00+05:30,2717.7,2717.7,2717.7,2717.7,0
2010-03-09 00:00:00+05:30,2695.6,2695.6,2695.6,2695.6,0
2010-03-10 00:00:00+05:30,2696.6,2696.6,2696.6,2696.6,0
2010-03-11 00:00:00+05:30,2696.8,2696.8,2696.8,2696.8,0
2010-03-12 00:00:00+05:30,2697.5,2697.5,2697.5,2697.5,0
2010-03-15 00:00:00+05:30,2686.4,2686.4,2686.4,2686.4,0
2010-03-16 00:00:00+05:30,2711.3,2711.3,2711.3,2711.3,0
2010-03-17 00:00:00+05:30,2730.3,2730.3,2730.3,2730.3,0
2010-03-18 00:00:00+05:30,2732.0,2732.0,2732.0,2732.0,0
2010-03-19 00:00:00+05:30,2742.8,2742.8,2742.8,2742.8,0
2010-03-22 00:00:00+05:30,2713.8,2713.8,2713.8,2713.8,0
2010-03-23 00:00:00+05:30,2718.8,2718.8,2718.8,2718.8,0
2010-03-25 00:00:00+05:30,2723.2,2723.2,2723.2,2723.2,0
2010-03-26 00:00:00+05:30,2735.8,2735.8,2735.8,2735.8,0
2010-03-29 00:00:00+05:30,2741.3,2741.3,2741.3,2741.3,0
2010-03-30 00:00:00+05:30,2733.9,2733.9,2733.9,2733.9,0
2010-03-31 00:00:00+05:30,2733.5,2733.5,2733.5,2733.5,0
2010-04-01 00:00:00+05:30,2751.9,2751.9,2751.9,2751.9,0
2010-04-05 00:00:00+05:30,2789.2,2789.2,2789.2,2789.2,0
2010-04-06 00:00:00+05:30,2793.1,2793.1,2793.1,2793.1,0
2010-04-07 00:00:00+05:30,2802.3,2802.3,2802.3,2802.3,0
2010-04-08 00:00:00+05:30,2773.1,2773.1,2773.1,2773.1,0
2010-04-09 00:00:00+05:30,2790.4,2790.4,2790.4,2790.4,0
2010-04-12 00:00:00+05:30,2778.7,2778.7,2778.7,2778.7,0
2010-04-13 00:00:00+05:30,2771.8,2771.8,2771.8,2771.8,0
2010-04-15 00:00:00+05:30,2755.5,2755.5,2755.5,2755.5,0
2010-04-16 00:00:00+05:30,2744.5,2744.5,2744.5,2744.5,0
2010-04-19 00:00:00+05:30,2713.0,2713.0,2713.0,2713.0,0
2010-04-20 00:00:00+05:30,2730.0,2730.0,2730.0,2730.0,0
2010-04-21 00:00:00+05:30,2744.3,2744.3,2744.3,2744.3,0
2010-04-22 00:00:00+05:30,2753.0,2753.0,2753.0,2753.0,0
2010-04-23 00:00:00+05:30,2760.3,2760.3,2760.3,2760.3,0
2010-04-26 00:00:00+05:30,2770.0,2770.0,2770.0,2770.0,0
2010-04-27 00:00:00+05:30,2766.4,2766.4,2766.4,2766.4,0
2010-04-28 00:00:00+05:30,2726.8,2726.8,2726.8,2726.8,0
2010-04-29 00:00:00+05:30,2740.1,2740.1,2740.1,2740.1,0
2010-04-30 00:00:00+05:30,2759.0,2759.0,2759.0,2759.0,0
2010-05-03 00:00:00+05:30,2741.5,2741.5,2741.5,2741.5,0
2010-05-04 00:00:00+05:30,2701.8,2701.8,2701.8,2701.8,0
2010-05-05 00:00:00+05:30,2697.9,2697.9,2697.9,2697.9,0
2010-05-06 00:00:00+05:30,2687.4,2687.4,2687.4,2687.4,0
2010-05-07 00:00:00+05:30,2642.2,2642.2,2642.2,2642.2,0
2010-05-10 00:00:00+05:30,2726.1,2726.1,2726.1,2726.1,0
2010-05-11 00:00:00+05:30,2695.3,2695.3,2695.3,2695.3,0
2010-05-12 00:00:00+05:30,2707.2,2707.2,2707.2,2707.2,0
2010-05-13 00:00:00+05:30,2725.0,2725.0,2725.0,2725.0,0
2010-05-14 00:00:00+05:30,2685.4,2685.4,2685.4,2685.4,0
2010-05-17 00:00:00+05:30,2672.5,2672.5,2672.5,2672.5,0
2010-05-18 00:00:00+05:30,2675.2,2675.2,2675.2,2675.2,0
2010-05-19 00:00:00+05:30,2598.3,2598.3,2598.3,2598.3,0
2010-05-20 00:00:00+05:30,2608.9,2608.9,2608.9,2608.9,0
2010-05-21 00:00:00+05:30,2591.5,2591.5,2591.5,2591.5,0
2010-05-24 00:00:00+05:30,2595.19,2595.19,2595.19,2595.19,0
2010-05-25 00:00:00+05:30,2521.69,2521.69,2521.69,2521.69,0
2010-05-26 00:00:00+05:30,2569.6,2569.6,2569.6,2569.6,0
2010-05-27 00:00:00+05:30,2608.1,2608.1,2608.1,2608.1,0
2010-05-28 00:00:00+05:30,2646.5,2646.5,2646.5,2646.5,0
2010-05-31 00:00:00+05:30,2672.1,2672.1,2672.1,2672.1,0
2010-06-01 00:00:00+05:30,2615.6,2615.6,2615.6,2615.6,0
2010-06-02 00:00:00+05:30,2641.3,2641.3,2641.3,2641.3,0
2010-06-03 00:00:00+05:30,2685.5,2685.5,2685.5,2685.5,0
2010-06-04 00:00:00+05:30,2695.1,2695.1,2695.1,2695.1,0
2010-06-07 00:00:00+05:30,2645.2,2645.2,2645.2,2645.2,0
2010-06-08 00:00:00+05:30,2625.7,2625.7,2625.7,2625.7,0
2010-06-09 00:00:00+05:30,2636.8,2636.8,2636.8,2636.8,0
2010-06-10 00:00:00+05:30,2674.1,2674.1,2674.1,2674.1,0
2010-06-11 00:00:00+05:30,2690.4,2690.4,2690.4,2690.4,0
2010-06-14 00:00:00+05:30,2722.9,2722.9,2722.9,2722.9,0
2010-06-15 00:00:00+05:30,2739.5,2739.5,2739.5,2739.5,0
2010-06-16 00:00:00+05:30,2745.0,2745.0,2745.0,2745.0,0
2010-06-17 00:00:00+05:30,2760.2,2760.2,2760.2,2760.2,0
2010-06-18 00:00:00+05:30,2752.1,2752.1,2752.1,2752.1,0
2010-06-21 00:00:00+05:30,2796.7,2796.7,2796.7,2796.7,0
2010-06-22 00:00:00+05:30,2781.0,2781.0,2781.0,2781.0,0
2010-06-23 00:00:00+05:30,2788.3,2788.3,2788.3,2788.3,0
2010-06-24 00:00:00+05:30,2788.3,2788.3,2788.3,2788.3,0
2010-06-25 00:00:00+05:30,2764.8,2764.8,2764.8,2764.8,0
2010-06-28 00:00:00+05:30,2798.9,2798.9,2798.9,2798.9,0
2010-06-29 00:00:00+05:30,2764.5,2764.5,2764.5,2764.5,0
2010-06-30 00:00:00+05:30,2789.8,2789.8,2789.8,2789.8,0
2010-07-01 00:00:00+05:30,2765.6,2765.6,2765.6,2765.6,0
2010-07-02 00:00:00+05:30,2757.9,2757.9,2757.9,2757.9,0
2010-07-05 00:00:00+05:30,2759.6,2759.6,2759.6,2759.6,0
2010-07-06 00:00:00+05:30,2784.9,2784.9,2784.9,2784.9,0
2010-07-07 00:00:00+05:30,2765.2,2765.2,2765.2,2765.2,0
2010-07-08 00:00:00+05:30,2792.7,2792.7,2792.7,2792.7,0
2010-07-09 00:00:00+05:30,2817.5,2817.5,2817.5,2817.5,0
2010-07-12 00:00:00+05:30,2829.7,2829.7,2829.7,2829.7,0
2010-07-13 00:00:00+05:30,2839.9,2839.9,2839.9,2839.9,0
2010-07-14 00:00:00+05:30,2833.2,2833.2,2833.2,2833.2,0
2010-07-15 00:00:00+05:30,2829.1,2829.1,2829.1,2829.1,0
2010-07-16 00:00:00+05:30,2839.3,2839.3,2839.3,2839.3,0
2010-07-19 00:00:00+05:30,2839.2,2839.2,2839.2,2839.2,0
2010-07-20 00:00:00+05:30,2829.0,2829.0,2829.0,2829.0,0
2010-07-21 00:00:00+05:30,2844.4,2844.4,2844.4,2844.4,0
2010-07-22 00:00:00+05:30,2863.0,2863.0,2863.0,2863.0,0
2010-07-23 00:00:00+05:30,2862.4,2862.4,2862.4,2862.4,0
2010-07-26 00:00:00+05:30,2844.4,2844.4,2844.4,2844.4,0
2010-07-27 00:00:00+05:30,2850.9,2850.9,2850.9,2850.9,0
2010-07-28 00:00:00+05:30,2838.9,2838.9,2838.9,2838.9,0
2010-07-29 00:00:00+05:30,2843.5,2843.5,2843.5,2843.5,0
2010-07-30 00:00:00+05:30,2828.5,2828.5,2828.5,2828.5,0
2010-08-02 00:00:00+05:30,2861.6,2861.6,2861.6,2861.6,0
2010-08-03 00:00:00+05:30,2869.1,2869.1,2869.1,2869.1,0
2010-08-04 00:00:00+05:30,2878.7,2878.7,2878.7,2878.7,0
2010-08-05 00:00:00+05:30,2871.4,2871.4,2871.4,2871.4,0
2010-08-06 00:00:00+05:30,2868.5,2868.5,2868.5,2868.5,0
2010-08-09 00:00:00+05:30,2895.4,2895.4,2895.4,2895.4,0
2010-08-10 00:00:00+05:30,2882.1,2882.1,2882.1,2882.1,0
2010-08-11 00:00:00+05:30,2861.5,2861.5,2861.5,2861.5,0
2010-08-12 00:00:00+05:30,2862.8,2862.8,2862.8,2862.8,0
2010-08-13 00:00:00+05:30,2883.4,2883.4,2883.4,2883.4,0
2010-08-16 00:00:00+05:30,2868.8,2868.8,2868.8,2868.8,0
2010-08-17 00:00:00+05:30,2870.1,2870.1,2870.1,2870.1,0
2010-08-18 00:00:00+05:30,2901.4,2901.4,2901.4,2901.4,0
2010-08-19 00:00:00+05:30,2932.4,2932.4,2932.4,2932.4,0
2010-08-20 00:00:00+05:30,2928.6,2928.6,2928.6,2928.6,0
2010-08-23 00:00:00+05:30,2938.4,2938.4,2938.4,2938.4,0
2010-08-24 00:00:00+05:30,2918.4,2918.4,2918.4,2918.4,0
2010-08-25 00:00:00+05:30,2891.2,2891.2,2891.2,2891.2,0
2010-08-26 00:00:00+05:30,2896.8,2896.8,2896.8,2896.8,0
2010-08-27 00:00:00+05:30,2862.2,2862.2,2862.2,2862.2,0
2010-08-30 00:00:00+05:30,2864.6,2864.6,2864.6,2864.6,0
2010-08-31 00:00:00+05:30,2855.5,2855.5,2855.5,2855.5,0
2010-09-01 00:00:00+05:30,2901.5,2901.5,2901.5,2901.5,0
2010-09-02 00:00:00+05:30,2909.7,2909.7,2909.7,2909.7,0
2010-09-03 00:00:00+05:30,2914.2,2914.2,2914.2,2914.2,0
2010-09-06 00:00:00+05:30,2962.2,2962.2,2962.2,2962.2,0
2010-09-07 00:00:00+05:30,2973.1,2973.1,2973.1,2973.1,0
2010-09-08 00:00:00+05:30,2974.6,2974.6,2974.6,2974.6,0
2010-09-09 00:00:00+05:30,2991.5,2991.5,2991.5,2991.5,0
2010-09-13 00:00:00+05:30,3046.6,3046.6,3046.6,3046.6,0
2010-09-14 00:00:00+05:30,3056.5,3056.5,3056.5,3056.5,0
2010-09-15 00:00:00+05:30,3081.7,3081.7,3081.7,3081.7,0
2010-09-16 00:00:00+05:30,3059.8,3059.8,3059.8,3059.8,0
2010-09-17 00:00:00+05:30,3093.1,3093.1,3093.1,3093.1,0
2010-09-20 00:00:00+05:30,3135.2,3135.2,3135.2,3135.2,0
2010-09-21 00:00:00+05:30,3140.1,3140.1,3140.1,3140.1,0
2010-09-22 00:00:00+05:30,3128.7,3128.7,3128.7,3128.7,0
2010-09-23 00:00:00+05:30,3115.1,3115.1,3115.1,3115.1,0
2010-09-24 00:00:00+05:30,3144.5,3144.5,3144.5,3144.5,0
2010-09-27 00:00:00+05:30,3153.8,3153.8,3153.8,3153.8,0
2010-09-28 00:00:00+05:30,3152.8,3152.8,3152.8,3152.8,0
